grid,file,latitude,longitude
filled_272,satellite_51.505037_-0.134042.png,51.505037,-0.134042
filled_272,satellite_51.505037_-0.134900.png,51.505037,-0.1349
filled_272,satellite_51.505571_-0.121167.png,51.505571,-0.121167
filled_272,satellite_51.505571_-0.122025.png,51.505571,-0.122025
filled_272,satellite_51.505571_-0.122884.png,51.505571,-0.122884
filled_272,satellite_51.505571_-0.123742.png,51.505571,-0.123742
filled_272,satellite_51.505571_-0.124600.png,51.505571,-0.1246
filled_272,satellite_51.505571_-0.125459.png,51.505571,-0.125459
filled_272,satellite_51.505571_-0.126317.png,51.505571,-0.126317
filled_272,satellite_51.505571_-0.127175.png,51.505571,-0.127175
filled_272,satellite_51.505571_-0.128034.png,51.505571,-0.128034
filled_272,satellite_51.505571_-0.128892.png,51.505571,-0.128892
filled_272,satellite_51.505571_-0.129750.png,51.505571,-0.12975
filled_272,satellite_51.505571_-0.130608.png,51.505571,-0.130608
filled_272,satellite_51.505571_-0.131467.png,51.505571,-0.131467
filled_272,satellite_51.505571_-0.132325.png,51.505571,-0.132325
filled_272,satellite_51.505571_-0.133183.png,51.505571,-0.133183
filled_272,satellite_51.505571_-0.134042.png,51.505571,-0.134042
filled_272,satellite_51.505571_-0.134900.png,51.505571,-0.1349
filled_272,satellite_51.506105_-0.121167.png,51.506105,-0.121167
filled_272,satellite_51.506105_-0.122025.png,51.506105,-0.122025
filled_272,satellite_51.506105_-0.122884.png,51.506105,-0.122884
filled_272,satellite_51.506105_-0.123742.png,51.506105,-0.123742
filled_272,satellite_51.506105_-0.124600.png,51.506105,-0.1246
filled_272,satellite_51.506105_-0.125459.png,51.506105,-0.125459
filled_272,satellite_51.506105_-0.126317.png,51.506105,-0.126317
filled_272,satellite_51.506105_-0.127175.png,51.506105,-0.127175
filled_272,satellite_51.506105_-0.128034.png,51.506105,-0.128034
filled_272,satellite_51.506105_-0.128892.png,51.506105,-0.128892
filled_272,satellite_51.506105_-0.129750.png,51.506105,-0.12975
filled_272,satellite_51.506105_-0.130608.png,51.506105,-0.130608
filled_272,satellite_51.506105_-0.131467.png,51.506105,-0.131467
